2013-08, 1.04086190, 0.9410, 0.4444, 0.05372
2013-07, 1.04032273, 0.9519, 0.4617, 0.05246
2013-06, 1.03146500, 0.9734, 0.4746, 0.05283
2013-05, 1.01985909, 1.0105, 0.5006, 0.05118
2013-04, 1.01869545, 1.0573, 0.5090, 0.05138
2013-03, 1.02473000, 1.0597, 0.5169, 0.05179
2013-02, 1.00984737, 1.0410, 0.5117, 0.05294
2013-01, 0.99213182, 1.0417, 0.4890, 0.05165
2012-12, 0.98956842, 1.0361, 0.4760, 0.05149
2012-11, 0.99704762, 1.0372, 0.4822, 0.05049
2012-10, 0.98720455, 1.0166, 0.4863, 0.05136
2012-09, 0.97829474, 1.0180, 0.4826, 0.05095
2012-08, 0.99214091, 1.0386, 0.4892, 0.04928
2012-07, 1.01393333, 1.0445, 0.4990, 0.04895
2012-06, 1.02807143, 1.0265, 0.5019, 0.05031
2012-05, 1.00984091, 1.0075, 0.5105, 0.05105
2012-04, 0.99263000, 1.0275, 0.5354, 0.05268
2012-03, 0.99385455, 1.0460, 0.5536, 0.05323
2012-02, 0.99652857, 1.0697, 0.5803, 0.05273
2012-01, 1.01326190, 1.0547, 0.5676, 0.05117
2011-12, 1.02378500, 1.0359, 0.5569, 0.05284
2011-11, 1.02581905, 1.0352, 0.5730, 0.05455
2011-10, 1.01982500, 1.0363, 0.5762, 0.05635
2011-09, 1.00260000, 1.0240, 0.5738, 0.05609
2011-08, 0.98283636, 1.0300, 0.6148, 0.05807
2011-07, 0.95530000, 1.0296, 0.6113, 0.05606
2011-06, 0.97675000, 1.0369, 0.6158, 0.05794
2011-05, 0.96797619, 1.0340, 0.6004, 0.05696
2011-04, 0.95821500, 1.0137, 0.6047, 0.05705
2011-03, 0.97659130, 0.9875, 0.5891, 0.05610
2011-02, 0.98755500, 0.9958, 0.5925, 0.05555
2011-01, 0.99384500, 0.9887, 0.5928, 0.05445
2010-12, 1.00774762, 1.0012, 0.5948, 0.05302
2010-11, 1.01280000, 1.0010, 0.5910, 0.05604
2010-10, 1.01797500, 0.9993, 0.6044, 0.05766
2010-09, 1.03308571, 0.9708, 0.6011, 0.05490
2010-08, 1.04138571, 0.9367, 0.5917, 0.05412
2010-07, 1.04268571, 0.9155, 0.5894, 0.05286
2010-06, 1.03793182, 0.8859, 0.5749, 0.04921
2010-05, 1.03992000, 0.9059, 0.5737, 0.05083
2010-04, 1.00506190, 0.9311, 0.5721, 0.05327
2010-03, 1.02300435, 0.9331, 0.5729, 0.05437
2010-02, 1.05682000, 0.9361, 0.5735, 0.05566
2010-01, 1.04293500, 0.9523, 0.5856, 0.05698
2009-12, 1.05440000, 0.9518, 0.6019, 0.05899
2009-11, 1.05957500, 0.9739, 0.6127, 0.06112
2009-10, 1.05485238, 0.9561, 0.6069, 0.06036
2009-09, 1.08176190, 0.9325, 0.5947, 0.06222
2009-08, 1.08821000, 0.9087, 0.5895, 0.06051
2009-07, 1.12217727, 0.9022, 0.5801, 0.06120
2009-06, 1.12653182, 0.9038, 0.5750, 0.05957
2009-05, 1.15092000, 0.8809, 0.5570, 0.05883
2009-04, 1.22404286, 0.8758, 0.5551, 0.06049
2009-03, 1.26451364, 0.8422, 0.5459, 0.06058
2009-02, 1.24514000, 0.8094, 0.5366, 0.05595
2009-01, 1.22630000, 0.8271, 0.5309, 0.05973
2008-12, 1.23450000, 0.8283, 0.5151, 0.06368
2008-11, 1.21817368, 0.8021, 0.5370, 0.06162
2008-10, 1.18475000, 0.8111, 0.5448, 0.06328
2008-09, 1.05829524, 0.8641, 0.5877, 0.06213
2008-08, 1.05439500, 0.9267, 0.6527, 0.06471
2008-07, 1.01269545, 0.9745, 0.6368, 0.06780
2008-06, 1.01673333, 0.9669, 0.6282, 0.06512
2008-05, 0.99937143, 0.9488, 0.6022, 0.06200
2008-04, 1.01388636, 0.9437, 0.6008, 0.06375
2008-03, 1.00202500, 0.9248, 0.5864, 0.06174
2008-02, 0.99908571, 0.9122, 0.5777, 0.05810
2008-01, 1.01113182, 0.8911, 0.5697, 0.05710
2007-12, 1.00314737, 0.8744, 0.5615, 0.05551
2007-11, 0.96711905, 0.8660, 0.5472, 0.05320
2007-10, 0.97523182, 0.8771, 0.5419, 0.05081
2007-09, 1.02535263, 0.8687, 0.5398, 0.05179
2007-08, 1.05822273, 0.8758, 0.5388, 0.05176
2007-07, 1.05033810, 0.9111, 0.5583, 0.05091
2007-06, 1.06516667, 0.8972, 0.5511, 0.05006
2007-05, 1.09490000, 0.9037, 0.5518, 0.05240
2007-04, 1.13425000, 0.9388, 0.5585, 0.05475
2007-03, 1.16822727, 0.9264, 0.5591, 0.05517
2007-02, 1.17066000, 0.9167, 0.5587, 0.05422
2007-01, 1.17593182, 0.9202, 0.5499, 0.05482
2006-12, 1.15300000, 0.9061, 0.5366, 0.05485
2006-11, 1.13619524, 0.8786, 0.5268, 0.05231
2006-10, 1.12860000, 0.8514, 0.5257, 0.05034
2006-09, 1.11617500, 0.8424, 0.5146, 0.05001
2006-08, 1.11826364, 0.8532, 0.5189, 0.05079
2006-07, 1.12924000, 0.8501, 0.5156, 0.05033
2006-06, 1.11384545, 0.8240, 0.4950, 0.04968
2006-05, 1.10946364, 0.8478, 0.5126, 0.05011
2006-04, 1.14377368, 0.8431, 0.5373, 0.04926
2006-03, 1.15740435, 0.8407, 0.5374, 0.04861
2006-02, 1.14889000, 0.8520, 0.5327, 0.04827
2006-01, 1.15728571, 0.8686, 0.5103, 0.04892
2005-12, 1.16100500, 0.8626, 0.5101, 0.04747
2005-11, 1.18107619, 0.8686, 0.5337, 0.04758
2005-10, 1.17757500, 0.8873, 0.5223, 0.04769
2005-09, 1.17759048, 0.9010, 0.5131, 0.04914
2005-08, 1.20402273, 0.9167, 0.5099, 0.05008
2005-07, 1.22274500, 0.9197, 0.5155, 0.04875
2005-06, 1.24021364, 0.9507, 0.5134, 0.05019
2005-05, 1.25550952, 0.9621, 0.5120, 0.05271
2005-04, 1.23601905, 0.9563, 0.4797, 0.05310
2005-03, 1.21610000, 0.9548, 0.4496, 0.05389
2005-02, 1.23967000, 0.9688, 0.4774, 0.05385
2005-01, 1.22533500, 0.9380, 0.4553, 0.05299
2004-12, 1.21910952, 0.9338, 0.4484, 0.05325
2004-11, 1.19607619, 0.9225, 0.4292, 0.04976
2004-10, 1.24694000, 0.9149, 0.4374, 0.04952
2004-09, 1.28779524, 0.9053, 0.4457, 0.04983
2004-08, 1.31177143, 0.9334, 0.4376, 0.05067
2004-07, 1.32194286, 0.9473, 0.4357, 0.05144
2004-06, 1.35765909, 0.9419, 0.4340, 0.05214
2004-05, 1.37832500, 0.9716, 0.4451, 0.05178
2004-04, 1.34245238, 0.9980, 0.4618, 0.04948
2004-03, 1.32835652, 0.9961, 0.4573, 0.04940
2004-02, 1.32896000, 1.0335, 0.4534, 0.05120
2004-01, 1.29599048, 0.9992, 0.4546, 0.04993
2003-12, 1.31283333, 0.9704, 0.4490, 0.04989
2003-11, 1.31257895, 0.9400, 0.4506, 0.04814
2003-10, 1.32184545, 0.9186, 0.4622, 0.04842
2003-09, 1.36322381, 0.9045, 0.4670, 0.04753
2003-08, 1.39565000, 0.9101, 0.4657, 0.04817
